15 300
386 1833 241
894 1751 261
111 1143 172
753 221 306
158 748 224
77 508 178
179 564 316
162 652 188
1519 1648 336
1174 25 265
37 904 215
2037 718 338
1294 1358 234
1539 1877 273
134 793 264
1809 1492 10
1261 912 14
1669 117 12
1221 2029 14
490 16 16
1840 0 14
523 62 15
1582 1643 13
1184 127 11
574 219 11
144 834 11
1876 100 14
1384 134 13
1754 1534 11
974 1378 16
1497 949 16
1998 2050 16
1970 608 11
574 740 11
683 2006 12
1496 1673 9
1339 406 8
403 590 13
1558 512 14
1471 490 16
1710 1062 9
1094 1457 10
209 1647 13
1132 1698 12
268 647 11
856 1169 14
1131 375 10
1755 358 12
154 538 10
2062 433 15
1555 732 13
568 261 16
1001 2078 11
402 2032 16
891 361 13
798 266 11
1472 142 16
684 1474 12
733 2078 16
1475 432 16
557 1817 10
573 40 13
470 1420 12
828 1723 11
1140 2053 16
1500 1405 10
144 1389 15
689 1717 9
737 1208 13
820 302 12
948 1682 14
1012 949 11
102 1777 8
1765 1852 15
2004 1828 12
63 1827 12
767 640 12
1340 260 14
621 1014 10
386 1069 12
574 1632 14
1932 1287 9
1327 1807 14
1166 1774 14
622 991 12
1513 377 14
1270 1780 12
1342 1302 16
436 218 9
1095 399 16
1487 493 15
2066 348 14
565 1933 12
558 36 13
386 1882 14
1360 1476 9
466 1289 8
821 1006 9
1580 1265 15
2030 454 10
197 1974 13
1190 1573 12
1758 318 14
832 1206 15
1081 738 9
877 663 16
979 867 11
362 1224 13
836 1353 8
1059 1852 8
982 459 11
1164 93 14
1389 1363 8
1847 1657 15
90 1894 8
105 1630 12
353 1191 8
1709 1710 15
2078 835 15
1030 1841 12
1123 880 11
1489 429 13
408 298 14
1546 1457 10
528 227 9
1395 1319 11
489 578 16
799 1214 9
1530 701 9
789 319 11
1065 370 8
1426 2049 8
372 613 9
1196 178 11
740 2063 13
1202 1455 14
647 774 15
941 66 12
793 916 15
408 1511 14
1812 575 14
720 557 13
1348 82 16
19 2005 9
956 1008 13
358 1689 8
1872 1943 13
326 738 13
1317 961 12
298 637 13
1590 1335 13
1377 745 8
1836 643 11
706 1894 16
1566 1334 12
1685 354 13
962 75 13
896 2086 14
1256 82 13
1 1004 16
28 1019 9
1600 739 13
1433 1398 16
744 845 8
1852 1816 14
737 747 16
101 87 15
336 1166 8
926 1664 8
1068 1683 11
1224 450 13
1183 831 11
1752 217 14
1621 943 14
745 811 13
565 982 9
524 1229 11
1876 794 14
1686 1196 13
1070 1082 13
450 1990 14
1078 1673 10
1905 1351 11
1850 1387 13
355 1135 11
395 237 9
1276 1581 14
179 248 11
365 740 11
1183 695 9
571 1362 8
1322 1282 9
814 1542 13
466 649 11
1047 12 12
247 360 10
1352 1429 16
347 615 11
7 482 10
771 2033 11
1983 855 11
2055 1609 16
1907 1411 16
38 56 10
1318 1152 11
1535 2064 9
735 441 16
425 2023 12
1716 106 15
485 1622 14
1453 2052 13
2010 1236 10
1837 574 8
1641 56 8
992 2063 9
1044 230 10
985 670 11
238 1537 8
747 470 14
1664 1135 11
693 1107 13
269 1094 15
965 1544 14
600 1089 13
1147 1236 14
1430 822 8
1315 1609 14
1441 1628 15
1483 1747 13
994 1089 14
808 591 15
200 1383 15
876 1933 15
496 845 10
559 518 15
934 1410 10
2000 1007 9
658 1559 12
931 411 16
985 1416 13
1449 118 11
259 373 11
1211 638 14
1987 830 13
229 1993 12
1107 299 10
761 929 8
1596 293 15
1990 566 14
1671 1675 8
1162 2091 13
919 74 11
116 804 12
260 1664 13
1937 1540 13
1038 1300 11
2034 986 9
1448 1466 10
398 587 9
401 636 12
1346 268 13
1200 423 10
1298 1056 12
1934 1551 14
187 423 16
1556 1649 15
1935 189 16
265 1528 9
364 1670 12
1381 1721 8
1430 961 14
1546 165 8
790 1181 13
712 538 14
1709 1565 13
1015 1412 13
456 189 14
987 1881 14
2026 387 11
1191 967 13
1611 1725 11
1702 1110 9
60 1990 12
178 1766 11
1786 1553 13
1076 1266 14
1282 1470 11
1765 332 14
1817 1608 16
2076 1858 8
157 266 15
877 245 16
637 1534 13
1484 594 11
18 63 12
1785 356 8
1508 2072 9
1322 1174 14
207 1544 13
1257 1010 9
1091 1999 16
787 1528 14
1614 1076 12
517 1711 16
549 1403 8
1155 1095 16
1120 670 9
1070 1840 12
2088 699 10
282 870 13
1947 1975 11
455 442 10
507 500 13
269 1183 14
2070 1892 8
