40 800
5105 2856 247
4151 3549 292
3468 3488 240
1848 1194 224
2285 4326 300
2843 2735 285
2202 2867 257
2776 989 269
5051 5556 323
3739 5014 245
2536 4613 308
3171 1916 218
1951 4424 292
837 4581 174
4017 4801 340
1434 4802 259
5598 3237 225
810 3381 254
2941 2484 186
4130 802 178
3804 4391 321
2791 1158 177
2893 3902 181
177 4737 199
2639 2563 170
2643 2342 239
3462 2362 322
3293 2667 301
1167 190 171
2267 1615 176
2861 5554 218
4528 3407 213
2804 1831 196
4826 4552 217
1367 4063 299
2919 3001 247
835 376 328
1099 2035 307
1454 2112 306
5380 2652 235
1437 3600 16
1490 3428 8
4880 40 12
2046 2410 11
1789 1014 10
2650 47 14
5324 2882 16
2830 2361 9
366 499 11
4972 3943 15
2909 2167 10
4771 1192 15
1345 3501 8
5464 1415 13
3429 629 15
1906 2609 8
4202 5102 9
305 2624 16
4985 4186 11
1312 4456 15
3514 4400 16
2667 4716 16
3328 4495 12
1653 2431 10
3887 5338 15
1984 1196 11
2188 1955 11
3054 5046 13
5279 1458 14
924 1335 15
3242 2244 10
4989 4223 11
2378 868 14
3111 3784 16
809 4293 13
857 990 10
353 1566 12
2005 1280 16
1336 2708 10
1227 3634 10
2601 1486 16
372 4834 9
4563 2942 13
4845 3042 16
889 3373 14
382 2014 14
3473 2030 10
5360 2506 16
4675 4294 16
1161 5187 9
5315 5171 10
1217 5293 16
5267 824 13
1138 4947 12
4732 1638 11
474 1138 12
3314 3157 14
1895 3287 10
3994 5362 9
5219 1041 8
1081 3869 14
2916 108 12
4326 3800 10
651 3522 14
2329 4850 14
2598 3849 12
2938 1788 15
5063 4168 11
2595 905 9
818 739 9
1006 3631 14
3822 4646 12
166 661 8
3424 1672 12
1446 886 14
5052 5325 11
3516 1684 11
1064 2166 15
3648 4473 16
2318 4177 12
2147 4613 15
1201 802 8
937 2367 15
2 547 9
3100 1808 8
5025 2784 10
1458 2592 16
5289 3313 10
2909 3959 9
2071 1443 13
4294 3507 8
813 283 9
2584 1823 16
5504 4968 13
5070 2181 14
5555 4324 13
4737 3364 8
3843 2583 16
2392 1032 15
2402 4021 15
1407 3953 13
965 2984 12
2854 1911 15
4001 4022 11
4650 1014 12
3210 2505 11
5438 3102 15
4229 695 13
5171 2374 9
5037 2908 11
5319 897 12
1770 3027 14
1454 2658 13
3098 1454 9
3935 3892 15
4139 3862 10
637 4520 11
3130 953 14
4506 3278 11
5538 3637 12
675 2289 15
1106 2424 9
4408 3736 11
3358 2444 16
1177 4918 8
2952 1521 10
4747 5057 16
2784 3446 11
4383 4607 10
3398 5492 14
858 561 10
273 1086 10
2730 3985 15
4221 1046 12
3699 5201 10
3838 1734 9
2420 4747 9
458 5165 14
2276 4312 9
0 4649 14
3411 3501 12
5145 3869 13
4109 615 14
5005 4861 13
2451 2315 13
1622 3421 14
2236 2297 11
20 203 9
1652 5365 14
4457 1072 10
3246 3483 13
2445 596 15
4793 33 15
4015 1606 16
5216 3591 8
1572 65 9
709 1046 15
2074 2310 16
5560 4097 14
5188 5380 13
3990 4745 16
3479 5547 9
1634 5152 8
4075 3899 12
5556 2391 16
5205 290 8
4215 1829 16
2912 221 11
2820 5519 15
896 1356 10
2925 2850 14
2424 4509 15
933 4345 9
1729 5069 14
839 1624 15
4974 5118 10
285 1648 13
5304 5426 14
5292 4282 15
2229 1286 9
3899 4604 15
1389 5471 14
3923 3763 8
3392 893 10
4062 179 9
3872 4921 12
1728 4844 14
1560 4186 11
3665 4773 16
2166 4662 8
5597 2216 12
1248 4823 14
914 3503 16
1954 4200 8
5409 2245 12
2228 1394 11
5484 3119 9
4273 853 15
5457 2644 12
4998 3541 13
2301 2617 16
3257 1430 16
3314 3808 13
4519 2724 13
1248 76 11
1012 3545 8
4776 1842 11
247 2425 9
2742 4114 9
4185 1684 15
3651 4528 13
1359 838 9
381 2249 16
3987 3798 10
4716 1420 8
475 4102 10
5333 1816 13
2468 2919 8
942 2779 11
3176 3848 11
3897 5004 13
1482 2038 14
800 1591 9
555 5066 14
3508 382 15
2429 452 12
3953 4238 16
473 4728 14
5505 4935 10
4499 4141 9
4814 3754 16
1928 381 10
2306 3851 14
2073 680 16
1692 4470 10
2085 74 16
1656 2547 15
3633 1254 8
868 4053 16
4692 986 8
1964 1332 13
1866 5293 13
2249 561 12
1001 4457 13
5160 5507 16
4695 787 8
259 5330 13
1235 972 15
3096 1287 16
2767 4446 15
2363 3018 12
217 3250 11
4133 3042 16
482 1090 13
5571 1497 13
2615 1802 12
3025 658 11
2565 478 15
4603 2192 16
4171 3085 14
681 2403 14
4064 739 13
2608 4598 11
4966 5014 15
1111 4138 8
3340 854 13
2793 86 14
4547 793 10
1548 4738 12
4269 748 16
2318 4762 14
52 4959 13
1666 4822 9
764 5307 8
4892 3263 12
1030 1224 12
4325 3619 14
364 3537 16
1972 2260 12
2463 4640 13
4441 4730 14
4085 5287 14
270 4865 15
2330 15 10
1158 4796 8
3900 4672 8
820 3733 11
1604 2428 12
3678 4662 11
2917 2619 10
411 881 15
3680 4374 9
5568 4542 12
1317 3962 10
5408 3581 16
3008 557 15
2005 144 15
4881 4209 10
277 700 16
1849 5566 16
1071 368 9
1690 1248 8
2578 1719 11
2008 2710 16
713 1106 15
3158 2053 16
4362 3458 15
3143 1301 11
1754 2968 8
2910 3240 16
451 5051 9
1752 2450 12
3084 3584 14
1260 404 13
1525 2807 13
3668 212 10
2215 4567 15
5572 3505 15
787 4958 16
1326 3276 14
4615 1706 12
2407 5220 9
1511 1047 16
3552 536 11
3011 4447 14
77 1934 10
928 5277 15
2218 5474 8
796 3726 14
5552 3925 13
4503 1045 15
187 4833 11
2407 73 9
4171 5108 11
4421 3381 10
3997 278 16
3531 5185 9
4202 917 10
3538 215 14
4527 4275 11
3642 3912 9
3800 810 12
1430 4117 9
4306 2744 10
1950 69 16
4168 3364 15
1378 4403 14
3728 3252 10
1087 626 9
3138 55 16
1944 2415 8
2602 1055 13
699 2163 10
1327 5466 13
4917 1261 13
959 3754 14
3804 1672 14
1839 398 8
1864 4825 8
1504 2246 10
3740 704 14
199 623 12
632 3196 14
3284 3775 15
1862 844 16
4878 109 13
629 259 15
3705 5297 8
5568 390 15
1325 737 9
1066 2860 14
2451 4808 11
3753 2361 8
4972 5312 9
4989 522 16
4183 433 9
2497 4949 11
3075 3377 15
5123 4822 15
1075 5236 15
2903 2917 15
4095 2297 14
5288 1996 15
4702 1033 13
3390 4228 15
4164 3608 10
3228 1316 13
879 4469 14
1458 5207 12
3324 3234 16
4750 2515 8
4712 2810 8
5531 2175 12
1913 3096 10
1752 3901 16
5157 4761 14
272 3321 15
4351 4063 14
1933 1364 15
3821 799 10
227 1565 14
4380 1597 14
3660 5168 15
719 3233 13
3290 765 15
5390 3339 12
2054 2090 16
2416 2891 9
4238 345 12
4080 4742 16
4860 5549 11
350 1541 8
295 4695 12
4561 3016 11
1078 2398 15
4918 893 12
477 3921 8
803 1292 9
5377 2712 8
4270 4008 10
5062 1676 9
3615 3923 11
1610 5097 12
1175 5241 12
4438 4598 15
5141 2255 15
3212 2109 10
571 2675 14
2860 202 13
3928 2291 16
65 5423 14
2502 2410 16
2450 4376 12
1832 2380 15
4345 3730 12
3851 2008 12
725 4841 14
3646 741 10
2789 3760 10
306 1462 9
606 3047 9
3362 3519 13
2527 1820 12
3868 4096 8
5411 232 16
4164 2579 13
2772 1917 9
1876 5475 14
5010 961 10
292 1588 14
4924 2677 9
4431 3313 10
2691 3818 8
1184 3152 11
3431 1976 10
3750 5251 13
789 894 16
3664 1036 11
3356 4004 16
92 1518 13
3020 2156 11
3588 1976 9
923 2892 9
537 2512 16
5560 1758 15
3415 5180 9
998 3512 14
4215 5511 10
4115 2057 9
3873 3905 12
1893 4754 9
3579 3017 14
3397 2428 9
1422 895 16
4786 4528 11
2055 947 16
4271 5445 16
3712 2559 14
120 4416 14
3189 5597 13
1988 1866 12
822 5550 13
4724 3813 16
4817 2841 14
5408 1141 12
5173 5207 15
5208 2004 11
2147 140 15
2963 1432 15
2199 47 8
5269 2673 11
1171 3804 8
3207 2904 10
4051 3665 16
131 2370 13
11 779 15
4271 1104 12
2402 246 11
5527 2996 14
1166 197 10
2057 3309 11
979 3444 11
572 1136 14
1266 2628 8
456 2404 11
440 3202 13
780 1843 10
1995 3167 14
885 2976 16
2300 3261 14
4625 3574 11
3165 1237 13
590 1528 12
5387 5555 13
3452 1909 11
3102 261 14
5312 5212 9
4603 478 13
1179 1505 13
1003 3636 8
5281 2559 8
1327 1887 9
2674 1462 9
3957 1750 14
4192 1160 10
2794 3770 10
735 3714 16
3251 4857 12
630 1228 14
2668 3883 16
3764 1637 15
696 2930 9
1550 2709 14
1946 4142 11
400 787 11
3795 100 15
4218 147 12
932 1549 14
976 11 13
5259 162 12
2086 2089 16
3876 5443 9
2118 1772 15
1606 2329 8
4765 365 15
1677 3341 12
5334 1800 10
1223 2325 13
525 110 10
5265 4912 13
5527 4761 14
1902 766 9
3149 2115 14
2198 5369 9
3619 234 15
5147 2912 8
1408 964 10
85 2487 9
3080 9 14
3577 1797 10
3224 2879 10
2095 3588 13
737 4815 16
2976 2528 11
919 4145 8
3335 1531 12
1912 4795 12
1863 2278 13
3279 278 9
1034 1153 14
649 4348 13
3382 946 8
1223 3984 14
4821 552 9
1652 4152 14
2652 1412 14
1767 2741 12
4262 72 12
1567 5018 9
4864 3462 13
2602 3537 13
2094 1903 16
2714 2575 12
4664 805 8
1593 550 11
681 3277 11
2365 3624 12
129 416 13
292 3317 12
1515 4697 9
2958 2176 10
394 4889 10
235 2199 9
5313 2706 15
92 4873 15
2469 1524 15
619 2739 10
4427 3022 11
2575 2963 15
3604 644 13
1655 4738 16
2013 5335 15
2665 4351 12
4099 1666 16
4281 274 11
4408 2971 16
5177 3900 15
215 2604 11
4551 3137 15
5262 2927 8
3398 5167 14
1352 3262 12
930 466 15
4660 2219 14
110 7 12
1882 2646 15
1975 4578 14
4764 4852 16
1787 2785 13
646 2772 9
4494 1764 10
1795 1071 14
3040 5053 11
2659 3981 11
833 3415 14
5158 4778 11
3474 1292 14
2360 87 13
2404 1501 9
2330 2677 14
2690 4050 10
2634 5372 12
850 2093 14
4613 3594 15
1473 3957 9
165 3272 9
3978 4851 9
4393 5457 12
3156 986 13
4240 1562 10
1382 58 13
3512 4961 14
786 2673 13
1359 3708 13
1260 3628 11
3985 1507 11
2149 4866 11
2134 3905 10
2845 4489 14
3749 3876 15
4456 1400 14
3770 4623 11
4666 985 13
4313 2840 11
5070 1741 8
1247 736 10
1813 1133 14
2580 5562 14
1503 5135 15
2286 842 9
4432 5295 14
2875 5249 15
2405 2383 13
1655 3416 8
1362 1555 10
5457 4469 13
4676 4920 9
4874 2223 16
2947 3955 15
4425 3479 9
345 1216 10
664 4025 13
680 4051 14
2136 1585 15
652 607 12
2553 4343 16
2860 2598 11
5278 2576 10
1559 485 16
1136 2972 10
102 2155 9
359 3264 8
3494 1084 12
4660 1582 9
360 741 8
4849 1106 15
4075 3910 16
3361 9 12
4529 2479 16
170 5362 13
3717 1993 14
3714 1923 8
