35 700
3258 4152 315
3957 2800 285
288 4820 324
1263 3356 172
177 3760 205
3930 3197 171
985 870 320
2678 3412 238
2063 39 270
2608 2936 234
3015 1572 174
1576 2674 322
595 235 284
2597 4462 199
2037 489 328
1622 4712 315
115 3305 185
4535 2146 261
1766 736 172
3096 4289 209
278 1779 237
1383 4463 170
3341 3885 193
1439 3770 193
1534 4224 308
1543 2266 313
823 2939 185
3000 2685 244
2575 1845 263
971 1344 288
2914 32 304
3033 3059 276
989 1195 266
278 2295 198
3445 377 298
3404 2191 11
1609 3092 8
446 3081 14
3107 810 11
4153 197 9
4762 4822 15
1977 2926 14
4619 3026 11
4173 4758 9
3297 672 15
733 4694 11
1387 2093 13
2242 2218 13
1953 4483 14
568 998 10
1968 881 12
4595 4838 13
1267 3453 8
3848 879 10
4838 3785 14
403 1972 12
84 325 16
3714 1074 8
3271 4248 9
3888 3061 14
1187 4685 8
3114 3050 8
2786 507 14
4009 3496 15
2698 2521 16
2324 3855 12
379 4032 9
3876 3564 13
2490 3162 8
2185 4489 16
4803 1716 10
892 3358 15
136 3675 10
130 4160 8
587 3884 12
4287 3437 9
1329 3 11
4563 3893 9
3967 2833 9
2980 2625 14
2897 739 16
4485 1110 15
1600 2622 13
360 2717 8
4126 4515 9
2957 2652 14
2137 413 11
72 3861 13
1934 1434 16
2568 3319 16
1464 1235 8
3077 2814 10
772 4613 8
167 1470 14
2093 3923 16
2176 1792 14
3922 1557 16
4724 4490 10
271 1499 12
4650 4644 10
289 166 10
4530 3753 14
2906 4510 14
832 4856 9
1592 4151 11
679 523 12
3525 82 16
1326 3170 11
1669 3041 9
1234 4540 15
4782 2437 12
4079 3964 12
63 249 13
4102 663 13
4678 926 15
1564 1142 13
1717 1073 14
1950 3979 11
4716 482 15
3840 383 16
424 3179 12
4232 2613 9
3237 2972 14
2384 100 12
4035 4253 14
853 4832 10
709 2274 16
1351 2128 9
131 4207 16
2597 2222 13
3081 4337 10
4418 134 11
2099 2750 10
4712 3718 13
2395 194 15
4144 2647 10
668 330 8
4810 4733 14
1863 2533 10
2889 3151 9
835 1212 15
3352 2096 11
3909 754 8
2201 887 10
4324 2657 16
1956 3238 12
3286 207 9
907 961 11
4788 688 10
3822 2338 8
975 817 12
4631 408 10
375 216 12
4261 819 14
3955 1000 8
2905 1240 16
1319 1389 14
4715 4842 13
764 2760 13
4653 2658 12
1534 1118 16
3511 641 11
2945 1377 11
318 3246 14
4354 1682 15
4550 1473 16
3916 34 12
2509 838 11
2718 2213 9
3274 1693 14
933 202 9
1627 2980 8
4725 319 8
3905 3301 14
2607 948 13
4763 1251 13
2408 3457 13
4746 1718 12
1750 4805 16
52 2124 10
2528 1262 15
2079 984 16
2333 4099 10
1564 3034 11
3819 3326 15
3112 2841 8
4711 3981 14
230 752 14
3928 4341 12
1773 222 10
1716 761 9
3737 4046 15
4593 1779 10
3023 3244 14
1093 1501 10
1345 356 8
4560 1514 16
968 4255 12
4618 4625 13
2999 667 8
4626 3213 13
2362 1173 10
901 601 13
1789 712 8
4255 4220 11
4762 3015 13
4250 1274 13
3607 4673 9
2265 2556 13
3879 2084 15
3838 2213 8
3433 931 15
82 3756 16
2928 4586 16
2567 3504 14
4233 2825 8
4680 2113 15
1881 347 10
184 3894 9
748 3537 9
1200 2406 8
2693 1758 8
3004 209 13
453 1060 14
3234 3858 13
3816 4888 15
1731 4724 12
4123 2437 10
4849 659 8
1385 4590 13
2770 4853 14
409 3519 10
4673 4329 15
3641 4695 14
4412 1358 10
4017 241 9
448 2652 13
3126 524 13
2534 3075 13
4260 1131 16
2901 3622 13
4353 1670 15
2092 4270 8
2667 1668 15
80 2933 14
4545 1395 10
1498 2234 9
2074 2597 10
460 273 12
4724 3202 16
2665 124 12
4739 4093 15
2268 3903 15
591 1455 11
1694 2147 9
2911 3270 8
1724 1822 9
2123 4209 15
3472 342 9
1980 667 16
948 1556 14
645 2801 11
562 2176 11
4225 4077 9
2581 1444 16
1302 3936 9
177 180 16
3444 1597 10
1505 2774 12
2698 4351 8
2413 2271 8
4461 2464 9
2338 4243 16
3322 283 12
2329 652 12
4051 1612 8
4266 2844 13
860 1707 14
2321 815 16
3177 3108 8
477 864 16
193 2161 12
3926 580 10
3326 3816 10
131 1527 8
1831 3308 10
234 1793 11
1268 2011 13
3227 63 9
2697 1619 14
4132 3883 8
761 3982 9
3924 4550 15
4415 2936 10
4070 1870 11
2250 1615 12
344 204 15
3997 2496 14
440 2896 8
3499 1447 14
4642 3732 14
1830 3801 9
4631 1816 10
919 2274 10
166 3007 9
3906 4470 9
4604 3944 15
1781 3946 16
3225 3796 11
4212 1581 10
4409 1782 11
3349 1873 13
2642 1777 11
985 1686 16
3834 439 10
3969 4089 15
1059 1038 16
62 3281 16
4721 4706 12
961 1949 13
4586 4184 13
2930 2785 10
3933 3077 13
4325 2367 11
3754 2890 15
566 4511 10
4275 339 12
315 1631 10
461 3932 11
4647 42 11
4814 4670 9
521 2322 14
1361 487 9
2763 360 14
4522 944 14
4190 1065 15
4299 991 15
235 3886 16
1126 3358 8
1399 2917 8
3988 1679 12
2474 1164 15
1070 1778 13
664 3055 15
3007 1005 10
2413 3280 9
823 1861 12
749 421 8
834 1485 16
236 1482 15
2979 900 14
2161 4679 16
3111 800 12
3861 3808 10
2688 2570 8
4035 3709 13
36 781 8
4476 3815 11
4696 19 13
760 1259 14
1168 3342 15
2768 3536 16
2419 786 15
4714 3270 14
4330 2694 16
4169 617 13
606 1783 14
4403 4614 14
2252 4292 15
2980 4613 11
4454 1185 15
4741 3940 13
667 3339 15
2504 2867 16
2433 3064 10
1930 4742 8
3335 135 9
38 4522 9
1455 4856 16
1627 3193 8
2544 2097 9
2736 4677 16
4216 2452 9
4079 2245 16
237 2208 10
136 2962 11
4548 4291 12
4793 2398 13
2498 2942 11
2059 373 13
1954 2043 15
4725 726 14
917 2413 8
3122 2856 14
3508 3381 16
643 703 13
3684 3424 16
1962 2615 11
4049 2479 9
2769 3216 11
3490 3223 14
671 1080 15
4777 3487 11
4337 2299 14
2280 3929 8
3859 3487 14
3050 649 13
736 704 13
4482 4267 11
4682 2524 13
1346 3288 10
3844 3217 8
2161 530 8
1508 3304 15
1113 3503 15
1023 4760 13
3825 1507 13
2190 882 9
2176 4016 11
2528 1127 10
3757 2496 13
4367 3766 10
189 1838 12
2265 3640 8
1986 4102 10
1463 3715 10
3211 2611 13
1054 2687 13
4484 2572 16
3019 3446 12
1097 1027 8
1104 2197 10
2977 3911 14
4879 4170 9
3433 3488 15
654 4749 9
3174 94 14
3117 4272 8
4177 1354 11
3753 4563 16
4049 4823 13
3598 2024 8
3922 2041 9
800 1222 14
365 2887 13
2034 1227 10
3390 1778 8
171 3360 13
4364 3285 10
1238 2259 16
4333 3701 10
