45 900
1169 3536 182
5821 4177 218
4402 5195 265
2342 2148 206
3403 4171 301
1466 913 258
349 517 288
1315 5601 170
2436 4349 324
2168 912 180
4303 5172 201
478 6021 293
1438 5967 271
3875 4368 319
4147 148 230
5885 268 321
4057 145 310
4939 1375 297
2465 1812 288
5901 5704 275
2945 3083 189
3366 2552 215
5197 3139 221
1730 3328 305
748 2876 283
5317 2489 202
4326 4201 243
2056 3976 283
2036 5246 179
5969 1347 320
2222 2618 175
2244 4619 294
1696 6114 249
2930 2771 201
2541 4103 298
1833 1953 329
6125 2955 207
1288 5884 292
860 2934 297
3957 1773 324
883 2097 232
5471 3884 235
779 4115 276
3301 1625 222
5960 1667 200
888 4720 13
6193 6117 8
3815 2465 15
3523 2395 11
3070 4209 11
616 2780 13
4531 1249 13
5364 1385 8
4467 1888 8
393 5352 10
3587 1858 15
73 523 9
2484 2946 10
3938 4336 8
194 3745 10
2633 1597 16
2693 2208 10
4958 4148 9
2605 711 12
1829 3101 14
6180 3183 11
4795 4456 10
3847 4150 11
3585 4575 9
2614 3310 14
3949 4719 9
832 6062 14
2158 323 8
2333 926 12
2254 4855 12
4 685 16
553 3162 12
2453 3605 9
1270 2830 16
4320 2995 11
4305 312 11
3213 2747 11
5312 5559 14
3619 1455 14
5817 430 9
2479 1501 15
2573 3537 15
669 6116 11
3715 1022 11
1644 5058 14
675 4480 8
4086 2423 8
2902 5468 9
3751 5820 10
23 1926 8
2195 6169 16
5939 435 13
5628 3704 10
4461 342 11
6115 976 13
1994 6072 14
2842 2836 9
4553 2594 12
2607 329 8
2853 4492 14
1564 1583 14
136 3205 8
2022 4732 11
203 3377 16
1839 3931 9
1920 5402 16
1232 1972 14
5779 2879 11
1157 1325 11
1463 5203 15
4330 5924 8
2772 430 15
222 1334 12
356 73 9
3893 2859 16
4495 3160 8
1039 1254 15
1865 1574 14
941 2401 16
2360 6070 10
2198 1989 9
2334 2217 13
303 454 14
1321 3794 9
1753 4754 16
637 1801 11
6119 3239 9
1094 4029 13
3129 4207 14
842 2145 14
1126 3183 15
3530 4292 15
1681 1540 16
402 228 13
3524 5584 16
3589 1198 13
6194 1470 14
1029 1714 16
1282 475 8
4573 5534 10
5678 3021 8
4760 1335 8
5271 2624 12
4860 2062 14
6192 2606 9
662 6167 15
3395 1093 16
795 5637 13
4313 1765 11
5949 5865 11
4527 5466 9
2145 4367 12
1039 535 15
4242 661 11
1510 2497 16
1718 1029 8
68 5465 11
1875 4261 14
2425 623 15
189 4207 10
3162 600 9
4452 6114 9
4814 3815 8
4817 2102 12
5224 3783 13
2621 2141 10
6084 3043 13
5937 1332 16
5806 1620 12
3693 1841 14
2305 3582 15
949 4413 14
5133 1766 10
1871 590 16
4090 2189 16
3341 6086 9
5772 5718 14
6058 5368 13
4232 4477 16
5828 2567 16
2288 2753 12
5796 1882 13
2062 3620 13
2606 3896 10
1963 2736 15
136 767 8
1090 373 16
2290 5511 14
391 2610 8
4870 5919 12
3561 5568 11
4548 2155 16
2904 6009 16
3895 188 9
6137 3129 13
6234 4035 10
4554 1903 11
4237 5739 14
425 3281 14
5046 601 8
4006 2173 15
521 4828 14
197 3456 8
4987 431 9
2242 6244 15
5584 2231 15
3284 4195 16
4904 5453 13
232 692 15
1326 949 16
4230 185 8
810 2807 10
872 1575 9
6237 2493 14
627 1629 16
5603 1609 13
3162 2226 15
5934 2569 13
4181 5274 15
4678 4940 11
4419 1669 14
4722 5053 16
3159 4348 9
6028 3669 16
1015 263 12
5367 2999 16
1637 4548 15
1736 4578 13
4921 4648 13
4137 6286 14
936 2982 10
2325 1690 9
1062 177 11
4613 2122 12
1455 1360 12
2377 1663 10
3952 6214 9
2738 4337 10
2435 2182 11
4212 5846 10
5871 5346 8
3889 1675 14
1827 4331 13
470 4604 8
6006 1102 11
934 258 9
1779 2905 10
3704 3553 16
4884 4518 8
2642 772 12
1476 1062 15
294 5652 11
3021 628 9
4949 5733 9
637 2764 9
2504 245 12
5422 5651 10
921 6133 12
1211 2069 8
5153 945 12
1900 5229 14
1892 276 15
1189 240 11
2456 3009 9
2736 3487 14
1142 5190 16
1579 1171 10
1396 6140 13
1250 4155 14
3867 688 15
1353 4939 10
5768 3577 14
4822 2041 12
1904 3420 9
681 1264 14
5620 5491 9
5000 3306 11
2703 6108 11
380 1551 13
4779 1136 8
2321 5769 16
3343 3164 16
4091 5447 10
3761 2304 10
3498 2599 11
2610 5482 8
863 5030 10
903 4774 9
5862 2953 9
5766 4507 14
1098 2714 11
3648 852 8
3562 3757 12
5064 606 13
4745 5429 12
2286 5737 13
990 1295 13
311 1537 10
226 3905 12
4392 2102 13
811 4417 11
2957 1492 16
3251 3064 8
5422 329 12
415 5243 14
1783 5968 10
4942 383 13
4076 5668 12
810 213 11
2051 3586 12
1426 5540 8
1559 294 14
2385 759 8
3495 4572 13
5279 1667 9
646 1659 8
1951 4283 16
3934 2020 11
3612 513 8
2077 954 16
1017 2513 15
5117 2252 14
4764 6285 13
2202 981 11
5071 2812 12
3649 3999 16
3 3621 12
5573 5784 10
2059 4287 9
5676 2690 13
5294 3429 15
3816 4834 9
5090 4069 8
667 5108 14
1590 1934 9
714 5992 14
3858 5959 12
5827 2325 13
5992 4208 13
2551 2536 13
3303 5368 11
2412 6181 13
2216 5028 8
5443 2189 13
2280 1247 16
676 6262 12
1746 4191 11
494 1795 13
6131 3823 14
2691 5813 11
5373 559 16
2477 5610 12
3927 2329 9
6063 3171 12
1934 522 13
4002 5437 8
883 2279 16
5307 4428 9
1543 2251 9
248 4947 10
5899 4506 13
3061 150 9
1250 1081 10
4177 1072 9
3333 890 16
5 1291 9
389 5691 13
3323 256 12
4544 772 16
203 2317 11
0 5357 14
4972 5546 11
4602 2916 16
1929 1841 10
1590 5338 12
5787 5207 10
1539 1851 12
370 1331 9
3071 2365 12
5755 2291 13
1578 2231 15
2439 5525 11
1803 3492 15
5738 2614 11
5554 4732 9
4870 6092 8
726 737 12
4017 4704 8
4169 1638 8
730 1424 11
1345 5802 11
1941 5505 13
4916 2018 9
2435 1967 8
472 753 13
1677 2653 12
1400 3762 15
2792 5054 13
216 16 11
1415 6017 10
4262 839 10
4312 1366 12
2575 649 16
1858 4709 13
4013 5995 13
3148 2746 14
4938 2794 11
3060 120 8
1285 3260 9
5948 4585 14
6046 43 15
4362 5200 14
5394 1149 10
758 1476 11
1634 2404 8
168 5800 10
5238 2712 14
4698 4566 12
5196 4340 8
2242 1622 13
2622 1876 14
6095 3678 14
3893 518 13
5279 2191 13
4775 635 15
402 5371 10
6020 4495 13
3343 2535 14
