30 600
3917 3887 197
3769 1235 205
3957 2692 265
458 867 256
3052 985 320
3872 2789 249
2806 2624 306
728 964 197
3353 2199 216
4149 3554 183
940 2298 247
1435 3949 281
341 487 275
1422 3278 278
3727 1971 296
1282 3960 310
1865 3202 228
3909 1 178
2933 3916 183
2578 938 198
1324 3148 181
508 4074 215
688 80 254
2380 316 335
3328 1953 301
149 50 291
2653 832 250
2404 463 291
940 11 275
2194 3361 170
803 4192 10
3891 2229 13
2679 4192 11
1815 3172 12
4124 910 13
2282 2889 16
513 554 16
389 2665 13
798 3360 16
2673 3132 10
2782 689 8
3171 2322 9
327 2016 8
2129 1402 9
3102 3312 15
2058 2645 11
2909 1081 10
2719 720 10
1674 3966 10
3638 3015 13
79 416 12
2846 2079 16
3213 292 15
3548 280 8
3095 2950 9
446 3274 11
158 2730 10
1090 4105 11
508 790 9
3652 1272 12
803 1688 11
3611 2593 16
37 4091 12
3267 4169 11
2303 1242 8
1737 1035 16
2813 1613 10
3401 186 13
3028 321 9
610 1407 12
3757 3053 10
2648 2790 11
3727 2395 12
3646 4021 15
2735 1683 9
1014 1809 11
2641 2550 10
1534 1017 12
3003 135 12
694 829 9
62 2135 15
2141 3950 9
2998 280 10
3830 1758 15
1428 2449 9
2831 3864 8
3850 2667 10
837 3304 11
294 3466 9
2304 2163 15
3814 1711 13
3793 1121 13
3546 948 9
2991 2122 12
1222 1848 8
2007 950 16
1472 1858 13
2562 3546 11
3924 3314 11
1682 361 9
3309 2500 14
3892 1195 12
2793 3157 9
3733 975 8
1182 1751 11
905 2074 10
3395 1022 13
3984 2304 12
983 603 15
2380 3848 8
1755 3439 9
1168 2108 9
2400 2713 15
548 2665 9
1024 3244 12
2670 2245 13
3529 2823 9
2912 1321 14
3850 3975 14
3240 240 13
4090 696 15
3582 171 8
1464 3484 13
3417 2124 16
2428 2610 8
2796 3554 8
1284 3948 16
3807 2788 11
1220 2265 11
1917 1104 10
3018 1914 12
1001 2250 12
2696 817 14
2827 1293 12
3008 1557 10
1995 2448 14
3273 3445 8
686 3192 16
167 732 14
2386 2468 13
3998 2205 10
1988 465 13
3765 3757 8
3367 1599 10
1378 2910 16
3862 2512 12
45 3594 12
1948 920 15
700 1578 9
1825 3010 8
196 1 15
3689 1324 11
708 3867 12
1736 443 12
2831 661 15
1051 3680 12
2187 3236 13
1078 3729 10
1435 931 15
1575 931 16
923 2089 8
2493 3113 14
2633 1094 16
4127 2108 9
835 3154 8
1241 2607 10
2935 1999 14
2254 501 9
3448 2139 13
2484 3647 9
937 1526 11
4168 1778 15
1100 2458 8
2893 3237 12
3429 3970 9
3627 2689 12
2387 2117 16
2995 3754 12
3259 2321 8
2695 1933 14
2055 4146 15
3059 407 16
1631 371 13
11 1141 12
3266 1530 15
597 3375 10
2360 1963 8
449 2459 14
639 1248 16
2226 3912 15
2298 382 15
375 3563 12
2779 2364 8
1205 2252 15
564 3014 14
3406 1316 16
2265 2019 12
339 1746 11
1054 986 14
1625 259 10
3129 3804 12
2246 660 14
1547 3759 16
2497 1598 11
78 2836 10
3596 3772 11
4072 3664 10
2044 2045 16
1208 2026 10
1722 3552 11
1675 2813 11
485 1790 12
4113 3610 11
1271 728 15
1592 164 16
428 2277 15
3972 1324 8
3590 3306 16
125 1452 14
1954 3217 14
1128 3279 13
1682 4100 10
1296 4100 16
1618 1641 12
3012 2488 13
3604 1709 13
3920 2376 15
3742 3629 15
995 4168 9
3410 3755 16
2282 3409 12
2578 1060 12
613 2759 15
484 70 13
2457 694 12
3225 3336 10
2121 2378 14
1250 3922 12
4079 1428 15
1967 374 12
3358 3881 13
1466 1067 13
2454 1499 8
2238 353 10
219 3701 9
1713 3417 8
1103 3725 16
3258 2036 13
1982 1846 16
615 2294 11
2701 122 9
825 2529 8
1766 502 9
3991 339 9
2898 1360 13
1841 730 15
631 2794 10
17 2708 11
851 384 15
1979 325 14
1145 3233 12
3197 519 14
3870 3532 14
3877 1407 12
845 3271 16
2893 2376 12
1520 2778 15
98 3687 10
1083 3702 9
3080 2134 14
875 2665 12
2509 1281 10
2480 2465 13
2886 3494 13
3539 1330 15
1588 4010 9
3142 2433 8
246 2707 8
2975 2521 11
2894 2619 11
4197 4093 14
761 3974 12
3227 4083 13
3732 2359 13
340 2671 8
1044 2298 13
3814 2197 14
1775 3181 12
1861 3403 13
1720 2031 9
427 3844 14
2113 3158 9
2666 3367 16
3217 2558 12
1828 4079 12
1989 2281 11
8 3820 15
216 1270 11
2523 3448 11
3499 3719 8
941 75 14
3485 3198 12
1148 482 12
214 2191 13
1318 1132 13
1492 4074 9
4138 553 11
2681 1364 13
396 2658 14
2442 420 10
2529 1352 8
986 633 14
735 410 11
1346 3109 8
2562 2164 15
3548 2397 9
2449 470 16
1388 2607 9
224 2095 8
2589 1187 13
3278 780 13
951 2584 12
3048 1818 12
2251 4183 9
1194 3909 10
3385 2840 12
3524 3037 14
722 2535 16
2631 2832 9
1288 1442 15
2330 2164 13
714 2768 15
3519 1835 14
3614 2378 15
2534 1395 8
623 179 9
2055 3437 9
3636 3034 16
1731 40 16
1382 4148 15
647 2014 11
4145 907 14
2576 198 13
3734 3175 10
4194 1494 13
391 481 16
2123 2937 10
3287 4195 14
3584 434 8
1071 1849 9
1979 2770 12
1145 353 16
3316 3304 15
808 1397 14
712 2695 10
3918 2048 13
1980 3191 10
4163 660 11
668 1526 8
1657 539 10
2449 2493 10
3464 3213 8
731 3802 16
632 2404 8
331 2740 9
2124 2564 13
884 1697 16
151 2773 15
1505 3036 13
3979 1477 13
944 49 9
3031 2358 12
3669 944 13
325 3309 13
3421 1138 12
3239 526 8
3884 417 9
3055 2901 13
24 1535 11
2843 820 8
3470 1046 11
1872 2687 9
3430 2824 13
3503 285 16
1650 2168 11
1595 1491 12
791 3536 11
2454 3665 15
2227 2934 8
42 1666 12
3876 439 11
1174 3287 16
516 1011 9
2499 1279 11
320 3708 8
3173 766 11
3234 3180 12
3093 3455 14
1567 4020 13
1638 4177 8
1372 2400 16
1008 1191 13
61 3889 12
782 4118 11
3315 4197 13
1999 1145 10
3950 3596 10
2585 3054 8
529 1805 15
1214 3082 14
490 3427 8
2181 1213 12
3697 822 11
907 2773 12
1714 1666 14
3048 2204 12
1704 1825 9
3904 3645 14
532 1983 11
181 144 11
3118 3198 12
1994 2658 13
3586 2709 11
689 519 8
1582 3183 15
2974 1916 12
3961 1014 14
45 2043 15
3852 3315 12
3939 1839 15
1405 3341 9
1155 2477 8
2223 3049 8
3064 792 12
18 36 13
334 2379 16
1319 2652 12
3731 116 12
3444 4163 8
3234 2827 12
4058 1067 8
3823 2053 16
346 3074 13
4099 3582 10
2785 620 16
3393 2230 13
2475 2871 9
582 1230 9
920 3911 15
3985 1368 10
4034 1309 16
578 3297 15
1586 760 11
319 2130 11
2671 3864 10
523 1494 12
3976 3609 10
447 4193 10
3535 2517 15
862 4144 16
2656 497 9
2354 3131 12
2043 152 14
3111 573 15
2328 2926 9
3502 3902 13
1982 4169 13
1174 3503 9
2332 643 10
2491 925 15
643 2634 13
1783 1316 15
1021 2808 15
2324 105 10
2035 3617 13
3834 3583 9
4035 155 10
3731 1533 8
3579 2015 10
300 3264 10
484 3435 11
3553 283 14
1297 2363 14
2276 4009 9
3481 352 13
3399 88 14
2093 3795 12
1035 2746 12
1395 1413 11
148 750 12
3698 1362 16
2097 3058 10
1757 2948 13
1798 2072 14
1435 2493 10
3271 482 8
1792 1769 16
2561 3951 12
474 1523 16
1063 32 11
236 2913 8
1287 2561 12
3473 945 13
1653 936 8
1640 2887 8
1276 2102 16
1133 2722 15
1896 3429 14
1377 1487 15
3119 2056 8
2252 3427 12
1866 1362 10
914 3167 13
4174 2827 8
1794 2034 13
155 2419 14
1233 1842 12
488 1093 10
207 150 13
884 1599 13
1983 2378 15
3312 1665 13
3848 2096 13
315 3212 13
843 2818 11
3249 2762 8
1236 761 8
2682 934 13
2165 741 12
281 1561 14
3462 1306 16
1255 574 13
1756 3141 15
243 2356 16
1154 3988 12
4173 2030 8
2884 396 14
615 1302 14
3794 3173 9
73 3178 8
3371 2608 12
2211 496 13
1972 1126 10
766 2621 9
2679 659 11
3934 206 15
1047 1704 10
4027 829 8
1270 1927 9
790 2213 15
2587 477 11
4040 1027 14
311 3983 14
3564 948 15
3745 1590 11
3569 741 16
3335 2691 12
200 3665 9
1522 787 14
2237 1998 16
2461 2854 12
1604 3532 12
1282 3596 11
1354 166 8
2980 3312 10
3775 4001 12
2832 2091 10
2261 1821 15
223 3833 16
2128 3338 13
292 272 16
3171 4005 12
1600 4170 9
3921 604 10
335 770 16
1348 787 16
1208 252 15
1073 741 13
2584 3138 12
802 2727 15
2482 892 16
845 629 13
2730 2070 13
3333 3062 11
2695 163 8
1482 232 15
1745 1494 10
3680 717 16
790 2586 8
694 2978 10
2591 4016 8
1145 2499 13
589 3502 13
2030 1991 13
1866 330 11
355 1907 14
2011 632 12
1385 329 16
2244 358 14
3028 375 11
134 576 8
1751 2066 15
4057 2784 11
1914 16 16
141 2508 13
2156 1680 16
614 2748 14
2572 1368 11
4116 934 14
2752 3514 9
23 4162 9
640 2212 14
4120 3139 14
382 1516 11
2089 917 13
2774 2068 12
3918 3659 8
1840 1351 15
339 1673 15
504 2229 11
968 1348 8
3004 3387 14
1547 2104 16
3935 975 12
3236 265 14
2422 7 14
2938 3301 10
328 2420 9
1510 3819 9
1679 472 12
