20 400
522 1982 210
2609 723 275
1545 616 301
324 1607 212
179 1000 205
1488 2195 338
2773 2038 179
1529 527 314
1124 1178 246
2168 2175 302
1741 2459 256
177 688 310
2210 624 314
847 112 312
1448 938 196
471 331 177
1503 1820 308
1391 464 214
2716 2536 265
1178 2731 238
1791 1936 14
1457 1102 14
1925 2300 10
644 2506 12
2101 411 14
136 355 11
1074 978 11
2584 1154 9
1974 1584 16
1655 1314 8
187 868 16
2295 589 13
693 832 13
2397 2330 9
2226 598 8
498 864 15
439 772 16
2128 1003 13
2469 1104 10
742 32 9
2684 2320 14
2781 31 10
431 2702 16
1895 2587 10
2053 854 15
490 395 11
1937 1066 12
317 458 9
781 406 10
2162 1202 14
987 639 14
923 1724 13
322 2017 9
891 2791 15
1374 1473 10
2566 114 14
754 449 8
2722 1591 8
1881 748 15
95 82 8
2229 1545 14
515 1556 11
2794 1705 16
845 522 12
1274 2547 8
1526 1512 10
376 2333 12
456 1367 8
2156 467 13
715 2742 14
2131 1786 9
486 866 13
2313 1151 14
1112 2052 13
950 2721 16
2256 2770 15
492 1515 8
719 773 10
1459 2070 14
1822 674 14
455 43 8
183 151 15
1812 137 12
2521 1417 9
1955 2578 14
2223 2276 16
1919 1240 14
486 881 14
2039 90 8
552 436 11
1250 2406 12
1370 2530 8
1890 2764 16
1461 1813 10
771 2167 15
1798 2364 15
618 745 14
1063 1771 13
355 1511 11
1123 496 11
1978 2578 10
1532 2607 13
1169 580 16
2134 1298 12
282 2362 13
17 1028 13
2464 2566 11
1219 394 14
1135 2714 10
369 318 15
1885 1610 10
1818 987 11
2171 2153 9
838 255 10
736 122 9
2504 1725 9
1355 271 12
159 2149 10
420 2610 10
1026 2323 12
421 2734 11
2106 2796 13
1961 2523 14
2306 266 16
967 188 13
1955 2523 16
749 1932 12
2233 1445 10
949 559 9
1154 2169 11
2795 191 12
463 2579 16
2574 2353 13
2069 1558 12
1169 194 15
533 2444 14
1118 2525 9
1414 1763 13
2468 878 10
1441 2627 8
910 2129 14
2035 1364 9
2697 1990 13
1342 1717 9
2619 590 10
180 1358 11
2133 1357 13
1289 20 11
530 2688 15
432 1882 12
2205 1240 15
2436 1883 8
2696 1883 8
2158 2073 8
2211 1739 12
1233 97 12
1398 2 11
530 1656 10
164 519 16
831 584 9
1806 2375 8
2601 435 10
517 1839 9
372 2086 14
1997 2277 15
1946 1437 9
1395 1687 16
2152 2428 12
1429 1464 9
1038 2313 8
1210 265 9
1923 872 8
730 1313 15
2091 28 10
390 561 11
757 1006 10
485 2611 13
653 530 8
163 1001 11
634 1967 8
871 214 16
850 1438 13
2146 1136 11
14 875 9
812 1722 16
2346 92 9
64 2011 13
1912 1214 10
387 1996 16
373 159 12
1766 2100 16
746 98 16
2278 2704 15
932 693 14
869 183 8
972 810 13
603 2308 15
643 1905 15
1521 2049 10
861 2343 12
2385 1185 12
2301 1620 8
1361 2359 13
2154 234 8
1352 1757 10
383 1616 12
1814 2389 11
601 1924 10
1959 1493 10
2505 1596 9
1165 1993 12
1222 1496 14
1540 2478 9
2053 1688 12
2106 1380 9
1748 176 15
385 13 13
154 719 16
2100 1216 9
128 468 13
1583 2295 8
1072 1269 11
2392 1445 15
388 2651 15
530 699 10
2695 1732 12
206 316 11
1864 1572 15
0 1671 9
248 1027 11
830 1635 15
2254 1415 16
1268 2386 16
870 2580 16
2265 1626 9
1838 2374 11
2672 1734 12
2748 1791 15
1462 2375 16
2775 1100 12
1559 1145 14
2596 1924 16
14 1422 16
2186 2449 8
586 770 15
2020 683 9
2165 1236 14
465 832 11
1361 2112 11
1662 252 14
2518 2087 12
1532 2164 8
1409 1510 16
83 1896 8
2273 201 16
1048 1634 10
2586 1380 8
1038 299 9
441 2506 11
1190 2132 10
2405 534 15
390 2519 9
296 1808 16
1594 1190 14
1712 952 15
2783 370 12
1735 880 14
881 792 8
2340 2228 16
1698 527 14
2785 197 15
957 2191 11
1028 1101 12
2201 1190 12
2503 2297 13
1740 2194 12
1801 660 14
682 1514 13
1478 1179 13
114 2197 9
2397 511 14
2720 886 9
1156 2118 13
669 1187 10
812 2022 8
1286 0 12
961 2662 12
313 521 16
1288 1105 11
1539 587 15
785 1462 8
683 1704 14
1057 2597 15
950 1998 13
1939 1944 15
1126 994 9
1142 2360 13
704 1689 12
12 2103 10
768 1549 10
393 290 9
2621 1418 14
677 2436 9
2723 1570 13
1449 2297 8
1069 2086 13
372 1468 15
1268 1540 11
912 2315 15
2144 1361 16
1733 1732 14
1878 1067 9
950 2139 15
