15 90
323 148 69
530 560 68
187 34 55
379 190 62
484 231 51
569 85 53
467 161 57
220 317 36
228 222 41
227 162 36
250 490 39
351 205 69
538 434 54
34 233 38
100 159 70
478 242 10
196 127 10
293 269 7
226 536 10
333 500 8
518 512 7
570 188 5
215 446 9
220 15 10
134 376 8
406 72 5
205 0 6
581 235 6
37 321 8
401 399 5
141 285 9
566 442 10
264 148 9
185 419 6
537 356 9
366 232 9
412 269 5
207 95 8
536 306 8
43 173 9
593 604 10
504 218 6
256 350 9
480 574 6
372 505 10
92 303 7
606 563 9
572 18 7
355 215 7
34 169 10
227 85 9
550 238 10
287 237 8
295 347 9
19 493 8
265 239 9
95 180 5
345 605 7
521 464 5
565 116 6
508 438 5
397 387 5
38 180 7
555 469 8
313 435 10
606 92 9
306 604 10
478 220 8
178 627 5
420 29 5
91 3 7
270 234 9
30 183 10
72 439 5
215 95 8
393 34 10
412 1 7
166 486 8
407 44 5
626 335 5
154 310 6
1 321 8
54 492 10
564 323 7
122 505 7
45 89 8
323 116 10
500 208 7
371 74 9
92 495 7
336 342 6
179 209 5
374 354 8
458 601 6
231 298 5
508 510 7
437 151 9
365 621 8
383 622 9
180 561 10
350 218 5
395 217 5
301 39 7
580 235 9
508 219 8
