10 70
416 377 70
98 3 62
411 192 63
173 268 42
64 471 73
28 30 67
32 102 84
202 36 81
262 469 75
317 173 64
166 465 5
393 8 8
487 489 9
347 344 10
59 119 6
170 202 8
454 298 5
201 377 7
489 62 7
386 481 7
9 53 6
248 325 10
255 184 10
237 348 6
479 47 5
296 429 5
462 156 7
435 160 5
40 464 6
404 396 5
208 78 9
17 448 8
102 88 5
157 410 6
108 38 7
381 323 6
255 262 10
112 61 10
158 445 7
38 448 9
299 364 7
166 130 5
218 363 8
0 153 6
390 348 9
400 372 9
260 317 5
75 205 8
49 237 5
423 424 9
276 281 5
387 267 5
453 476 8
406 186 5
358 194 9
127 349 5
172 386 7
136 419 10
326 185 8
93 400 5
33 458 7
30 442 5
103 42 9
34 107 8
343 339 10
42 294 8
459 25 10
267 45 10
48 228 10
170 351 7
61 82 10
454 54 10
390 406 6
199 49 9
360 76 6
476 26 8
380 138 5
242 233 7
174 34 10
206 327 7
