5 60
67 107 88
216 4 139
81 302 95
404 399 122
286 178 117
375 254 8
36 102 5
6 285 9
391 227 8
270 253 6
242 295 7
236 302 8
151 351 8
117 293 9
76 319 9
417 249 10
375 360 5
263 19 6
193 33 9
288 238 7
360 329 5
126 331 8
69 403 7
109 61 6
344 20 9
15 321 7
118 184 10
138 147 5
315 225 5
356 337 9
256 109 10
379 415 8
403 352 6
218 314 7
18 396 10
378 272 10
224 12 7
170 398 5
397 92 5
120 207 7
217 414 6
411 366 6
100 344 7
321 386 8
137 174 10
297 299 8
360 353 5
11 29 8
112 136 5
341 369 8
376 40 7
301 24 6
131 391 5
336 16 8
391 384 6
359 225 6
42 15 9
399 172 8
16 109 9
164 297 10
266 183 5
267 185 9
169 348 7
404 36 10
178 18 8
