5 80
222 544 163
72 541 192
108 292 138
7 89 102
451 331 102
211 441 5
100 293 7
31 151 9
65 320 6
131 511 7
256 145 5
287 284 9
147 331 9
88 387 10
282 76 7
277 151 10
319 117 7
382 126 6
301 83 10
191 148 6
534 422 10
133 324 7
195 286 6
440 280 9
524 437 5
450 495 10
59 91 10
469 80 9
153 336 7
469 199 8
269 2 9
94 371 9
120 95 7
414 98 6
63 130 5
493 218 8
542 200 7
3 149 5
138 254 7
326 324 6
56 212 5
129 274 7
277 334 5
531 403 9
324 64 8
442 97 10
7 129 9
503 11 7
130 319 7
515 66 5
12 0 9
113 206 5
108 27 9
496 522 9
233 387 10
389 285 10
551 315 10
555 381 7
407 290 9
378 420 7
214 393 8
187 176 6
123 96 5
284 271 9
348 483 8
400 114 8
45 435 7
335 251 10
423 247 9
270 534 7
474 395 5
510 319 10
292 96 7
325 203 6
102 539 7
536 484 7
497 406 5
62 97 7
50 452 8
34 25 10
67 248 6
501 105 8
108 16 8
533 31 5
6 445 7
