10 50
205 48 38
49 310 53
260 180 40
62 137 51
166 229 55
308 202 53
323 173 34
263 263 37
2 220 35
203 298 40
219 1 5
326 120 9
252 43 5
52 32 6
253 296 10
326 70 6
296 347 10
70 323 7
148 12 10
73 54 7
128 132 6
146 213 7
232 56 8
139 134 9
193 294 9
101 275 7
0 82 10
335 119 5
100 126 6
27 203 5
49 314 10
111 103 10
85 304 10
292 333 7
314 174 6
23 87 8
104 218 10
344 82 5
114 271 6
272 188 8
214 128 8
349 310 7
145 31 8
122 342 5
90 216 6
149 107 5
184 309 5
307 124 6
202 16 6
323 322 10
68 324 10
67 95 5
287 240 10
95 204 10
138 161 6
135 53 5
150 83 8
292 288 8
347 337 7
208 299 5
