10 100
482 302 104
27 43 73
330 632 115
642 436 106
305 112 72
283 622 92
470 589 117
190 106 116
274 310 99
687 457 109
538 256 10
291 87 5
578 556 10
521 404 7
613 660 7
42 556 9
364 602 5
184 593 9
176 386 7
158 533 7
596 280 7
681 492 7
417 288 5
547 679 5
166 86 7
614 310 9
526 431 7
233 357 9
144 42 8
690 290 10
329 244 8
233 480 10
479 492 8
511 342 5
488 422 7
350 616 7
305 177 5
347 648 10
232 39 5
281 195 10
500 666 10
617 630 8
647 571 9
367 258 6
398 414 10
126 293 6
67 509 7
119 5 5
585 583 6
609 180 5
113 588 5
669 139 5
191 409 8
328 247 7
591 164 8
517 4 9
421 363 7
131 598 6
584 618 6
475 416 8
474 683 10
16 189 7
255 211 10
634 619 6
610 571 8
305 478 9
306 605 8
181 91 7
33 205 5
644 320 7
423 260 9
494 541 6
463 634 10
65 419 6
629 406 6
525 634 6
370 389 6
257 575 9
503 411 10
366 339 9
510 203 6
500 331 10
309 296 9
395 5 7
673 263 9
309 167 7
319 646 9
345 567 9
639 550 5
241 545 8
354 36 8
463 623 7
260 97 10
630 646 6
269 288 5
96 170 7
454 30 5
240 698 9
72 611 8
236 290 8
471 121 10
406 108 5
633 343 5
317 458 7
246 114 9
221 545 5
424 599 8
17 139 9
233 371 9
48 205 10
