15 80
519 261 46
12 524 52
43 7 40
407 484 54
15 238 39
419 313 41
408 457 33
203 544 32
532 206 45
13 517 55
369 30 34
48 374 33
199 41 50
472 151 63
398 317 60
45 274 10
422 321 8
432 171 10
132 321 10
290 257 9
350 243 7
234 143 8
470 240 5
121 342 7
437 197 10
5 435 6
70 373 6
555 60 8
506 317 10
416 354 5
113 209 5
471 262 5
28 172 8
301 19 6
322 514 7
279 102 9
533 338 5
166 322 6
295 401 7
303 45 6
383 301 6
387 77 9
125 59 6
493 481 7
260 411 9
270 54 6
331 188 8
361 181 9
40 164 6
212 456 7
310 410 9
268 556 5
533 361 7
526 368 9
310 555 5
123 186 5
243 543 6
166 28 6
421 275 10
118 319 5
276 447 10
485 539 7
424 407 7
256 160 7
245 45 10
139 91 7
415 523 10
193 83 9
440 265 6
107 126 8
159 39 10
295 40 10
183 141 10
86 30 8
349 107 9
159 82 8
121 121 9
556 65 6
540 150 8
49 437 6
148 525 7
535 436 5
276 403 6
348 290 5
523 35 7
80 412 5
282 87 7
54 120 9
56 23 6
556 373 8
85 260 6
428 176 6
21 413 6
25 80 5
519 60 6
