15 40
230 49 31
136 78 21
103 187 23
255 123 27
190 90 24
242 238 18
83 166 20
6 206 20
153 202 24
202 53 17
250 214 32
36 169 16
273 56 16
257 108 22
78 82 26
46 120 6
18 229 9
29 199 5
46 8 7
113 116 10
102 165 6
166 277 8
140 22 9
167 171 6
163 166 7
35 214 9
141 71 7
94 216 5
31 96 5
178 37 6
230 154 8
118 87 7
194 65 8
125 172 7
96 81 9
172 48 7
87 113 9
223 172 10
105 24 7
219 89 9
105 223 5
276 196 6
196 230 10
27 23 7
169 68 5
48 170 7
140 187 5
88 104 8
208 131 10
243 76 6
85 184 10
2 38 6
130 277 6
54 123 7
217 117 8
