15 70
310 186 31
122 181 30
267 249 29
151 354 28
411 393 46
207 174 41
31 416 40
398 181 50
378 279 47
162 405 49
333 460 54
227 479 28
212 294 29
314 228 34
422 56 52
446 346 6
264 453 7
211 287 6
17 460 8
399 399 5
196 371 5
138 167 7
395 446 6
182 61 6
142 279 6
350 459 10
174 197 10
210 166 6
166 68 5
331 446 6
174 298 7
473 42 9
437 334 7
209 205 5
483 417 6
213 365 8
215 113 9
200 1 5
255 159 9
75 139 8
277 377 9
311 52 10
249 123 10
478 29 9
415 439 10
485 482 7
321 415 8
82 467 5
192 326 10
370 418 9
236 327 8
302 179 10
398 390 9
233 287 7
470 40 5
320 239 9
372 379 6
480 77 7
22 364 10
337 93 10
351 23 8
354 169 5
422 313 6
23 165 10
236 100 5
157 121 8
367 475 8
430 330 9
351 400 10
27 17 10
9 14 7
373 332 6
187 93 5
74 171 7
94 131 9
193 228 10
151 36 7
88 433 8
381 444 7
104 260 6
92 188 6
470 392 6
397 60 5
242 452 6
193 38 9
