15 60
340 105 27
179 159 28
108 61 29
119 184 48
154 66 43
210 34 29
123 57 44
249 406 34
93 56 24
1 171 30
386 119 31
83 212 40
314 155 48
172 86 32
289 33 26
172 135 6
414 69 7
192 139 10
104 350 7
303 115 5
80 310 7
130 305 7
149 330 8
365 72 5
284 243 9
277 93 8
20 66 8
383 101 5
173 351 8
124 11 6
175 322 9
312 152 10
338 107 8
38 87 8
85 120 10
41 260 5
176 323 5
232 244 6
120 233 5
22 387 5
38 288 6
321 173 7
308 336 8
189 74 5
399 24 8
307 319 10
342 398 8
122 392 9
365 57 5
394 401 10
310 346 6
313 291 9
364 230 5
215 258 6
44 375 10
149 60 6
340 310 8
329 288 7
376 325 9
30 65 6
354 352 10
278 364 8
284 56 9
345 69 9
368 266 7
241 49 5
344 208 5
115 231 6
102 319 9
248 244 6
56 57 9
167 54 10
394 205 7
213 123 6
19 328 8
