5 70
450 440 109
485 450 129
265 432 155
397 145 151
187 92 168
418 476 5
434 201 7
152 53 5
141 169 9
285 369 6
126 474 10
332 220 6
90 166 7
132 253 7
288 99 10
10 236 10
180 244 8
272 280 8
382 147 7
107 7 10
281 449 5
393 303 8
92 210 8
224 3 9
101 123 5
381 435 9
150 99 8
188 43 9
137 449 10
122 361 5
465 257 10
1 419 8
301 366 8
175 80 7
293 283 7
185 478 9
127 175 6
357 452 9
210 341 8
337 45 5
290 59 10
153 310 7
479 144 8
227 458 10
222 483 6
468 180 5
184 321 10
27 454 6
161 408 5
40 337 8
313 191 8
409 116 5
131 402 5
105 268 5
443 96 5
123 482 10
308 267 5
126 73 5
229 393 5
418 11 8
69 54 10
148 269 8
266 340 10
151 97 9
100 120 10
250 438 8
21 381 8
351 106 10
329 431 10
425 47 9
414 99 10
9 100 10
24 143 5
487 131 8
159 479 7
