10 80
463 128 93
416 159 53
218 538 62
218 2 56
507 227 54
113 280 72
204 282 57
329 190 60
506 262 86
169 345 68
527 408 7
386 7 9
95 407 5
167 432 6
11 60 8
158 10 6
390 225 7
356 455 5
87 15 10
493 272 8
486 196 7
145 184 10
271 551 10
429 558 9
414 261 7
33 48 7
86 543 5
273 461 5
457 323 8
61 95 5
129 417 7
290 264 10
192 299 6
557 230 5
154 233 10
49 30 6
520 306 5
198 414 5
86 483 10
437 445 7
496 383 9
165 26 7
287 475 9
510 347 9
430 185 8
228 510 8
151 60 7
201 481 9
140 221 5
320 279 5
320 275 6
259 26 9
404 460 8
283 260 9
8 278 6
130 377 6
355 85 9
352 217 9
178 314 8
275 488 8
322 176 9
512 254 7
554 552 7
178 304 7
315 50 8
520 452 6
107 512 5
41 110 7
257 403 10
16 85 10
309 34 10
27 489 7
45 119 5
465 517 7
57 106 5
391 425 5
307 315 8
357 141 6
79 496 7
65 140 5
291 502 8
97 222 9
405 372 8
443 256 9
239 424 5
73 65 8
202 501 5
345 363 6
484 53 10
387 41 6
