10 60
303 41 56
27 192 66
269 41 47
281 416 64
8 343 69
235 21 42
159 146 39
168 123 53
38 212 65
197 342 51
262 163 8
18 16 9
305 306 5
385 167 7
245 44 9
172 351 7
172 346 6
419 190 9
32 261 6
229 74 5
357 180 6
97 243 7
149 192 6
24 56 9
174 171 6
10 85 6
322 183 8
192 312 8
11 287 9
70 148 7
348 26 10
396 201 10
334 229 7
402 122 8
23 295 6
137 367 10
34 19 8
13 332 8
177 144 6
355 180 6
231 360 8
15 303 9
199 199 7
410 223 9
370 143 5
310 300 9
334 408 5
115 291 9
6 260 7
180 282 10
116 326 9
177 246 7
44 323 9
155 267 7
194 136 7
287 417 8
29 15 8
117 239 5
116 69 10
139 21 9
339 183 7
171 192 6
134 277 7
43 137 8
393 257 10
377 177 7
136 374 5
366 72 7
126 415 5
231 338 10
