15 100
148 458 47
263 427 70
675 224 63
3 436 70
48 624 79
175 402 65
5 325 44
293 14 73
604 305 68
48 376 50
36 300 73
550 72 54
651 530 41
600 377 72
623 347 72
129 544 10
315 156 6
146 237 10
335 529 10
29 355 8
594 252 5
54 574 6
349 31 10
292 650 10
478 372 5
156 302 10
300 393 8
674 644 8
223 95 10
399 574 5
291 78 8
164 24 8
37 527 6
72 296 9
624 103 9
568 33 8
626 633 5
406 64 5
429 162 5
597 266 5
293 375 8
147 167 9
483 244 9
285 302 9
342 215 10
274 374 5
600 337 5
376 635 6
18 678 7
321 205 7
201 471 10
90 687 10
516 215 10
281 88 10
13 41 9
576 419 9
296 685 7
423 540 7
475 259 7
115 84 10
482 231 7
333 106 9
640 491 8
603 52 8
134 679 5
677 595 10
349 319 9
138 348 6
519 475 6
517 165 6
199 502 9
597 318 5
246 232 9
104 522 10
623 463 8
598 364 5
127 132 6
456 621 10
40 42 8
395 207 8
77 533 10
495 259 5
249 581 6
583 488 7
37 299 6
588 270 7
512 114 7
301 318 9
361 321 6
129 299 6
473 0 5
365 185 10
322 652 6
550 661 6
271 217 6
582 407 8
297 284 5
694 664 5
72 110 5
407 87 6
319 505 10
243 367 5
320 383 10
385 663 9
585 327 8
447 139 8
497 404 5
3 121 6
533 534 8
105 630 10
571 628 10
170 132 8
236 3 10
366 1 8
20 330 10
