5 90
625 347 213
574 450 204
462 342 123
197 280 147
411 537 162
432 267 10
281 395 5
489 370 6
391 600 10
344 222 5
171 522 8
434 311 7
492 60 6
26 374 6
55 211 8
519 157 8
96 130 8
617 510 9
282 184 9
452 459 5
221 376 8
443 609 6
550 199 8
272 339 7
619 245 7
533 219 8
120 570 8
96 537 5
174 384 5
18 410 7
190 621 9
577 588 5
592 12 9
393 509 8
211 480 10
454 194 7
43 102 6
357 147 5
320 118 5
508 131 5
468 14 6
470 90 10
614 102 10
318 314 9
274 344 8
478 255 5
625 294 7
263 178 9
217 165 8
267 204 9
588 464 9
622 212 8
289 4 5
345 299 8
300 456 5
120 59 9
624 134 6
152 521 5
203 133 6
352 183 7
65 236 5
378 515 10
252 398 9
214 505 5
122 372 7
459 289 9
356 200 8
439 53 5
263 473 6
541 347 9
238 394 6
466 55 10
369 71 8
408 90 8
536 366 5
274 601 10
262 16 10
166 596 7
540 137 5
402 374 10
408 324 9
494 10 5
140 338 6
28 493 9
308 356 9
548 167 9
198 618 6
54 451 7
309 187 9
192 552 6
155 266 8
378 145 9
335 408 6
133 130 7
176 315 5
