5 100
176 76 167
361 648 141
367 496 142
663 502 179
403 508 155
38 515 5
40 244 9
490 39 5
463 452 8
305 517 10
490 356 10
109 377 5
473 489 6
561 80 7
468 493 6
416 383 8
635 587 10
264 212 7
471 472 9
200 541 10
230 503 10
523 127 10
58 523 6
30 525 10
38 416 5
494 97 6
465 677 8
56 229 6
413 611 9
166 552 5
248 8 5
615 499 6
230 61 5
451 440 7
315 443 8
683 391 10
132 331 7
259 389 8
632 399 7
323 620 8
27 501 5
389 27 9
420 642 7
622 654 7
325 370 10
617 194 8
585 142 7
512 548 9
157 486 8
235 558 9
551 418 5
193 596 5
10 568 10
135 350 5
393 520 5
107 175 9
314 648 9
239 652 6
108 456 6
54 187 10
459 117 5
449 55 8
656 89 9
397 113 10
348 158 5
339 161 8
395 395 8
444 223 9
637 154 10
427 443 7
17 644 5
252 336 8
498 87 6
284 4 6
19 137 5
274 259 7
186 235 9
106 261 7
207 588 5
593 334 10
545 403 7
513 444 8
662 276 10
326 581 6
146 586 9
193 161 6
132 457 5
1 176 8
79 260 5
127 38 6
78 692 5
57 479 5
402 23 10
187 163 10
516 666 7
7 241 10
109 480 7
115 98 10
89 502 10
351 560 10
668 506 6
300 383 9
487 178 5
158 379 6
385 483 5
